Group,Sl_No,Name_of_Lab,State,Status,OSL_Code,Recognition_Valid_Upto,Remarks
GROUP-1,391,"TUV India Private Limited, Pune",Maharashtra,Private,7133816,08.05.2028,
GROUP-1,392,"Testtex India Laboratories Private Limited, Noida",U.P.,Private,8138306,31.12.2026,Suspension revoked w.e.f. 01-07-2020 SUSPENDED W.E.F. 20-02-2020.
GROUP-1,393,"The National Small Industries Corporation Ltd, Chennai",Tamilnadu,Govt,6135404,30.01.2029,
GROUP-1,394,"Tag Corporation, Chennai",Tamilnadu,Private,6138806,10.01.2027,
GROUP-1,395,"TUV India Pvt Ltd, Pune",Maharashtra,Private,7139026,31.12.2026,
GROUP-1,396,"Trustin Analytical Solutions Pvt Limited, Chennai",Tamilnadu,Private,6139136,21.01.2027,
GROUP-1,397,"TUV Rheinland (India) Pvt Ltd, Gurgaon",Haryana,Private,9140526,06.06.2027,
GROUP-1,398,"TUV Rheinland (India) Pvt Limited (PV Module Testing laboratory), Bangalore",Karnataka,Private,6162126,10.09.2027,
GROUP-1,399,"TUV Rheinland (India) Pvt Ltd, Gurgaon",Haryana,Private,8167106,19.01.2027,
GROUP-1,400,"TUV Rheinland (India ) Pvt Ltd, Vishakhapatnam",A.P.,Private,6167206,03.02.2027,
GROUP-1,401,"TUV India Pvt Ltd, Bengulur",Karnataka,Private,6169526,23.12.2027,
GROUP-1,402,"TVS Labs, Delhi",Delhi,Private,8171826,18.10.2028,Suspension revoked w.e.f. 14-11-2025 Suspended w.e.f. 26.09.2025
GROUP-1,403,"Techvision Testing Lab Private Limited, New Delhi",Delhi,Private,9173226,16.07.2026,
GROUP-1,404,"Type Test Center Siemens Limited Kalwa, Navi Mumbai",Maharashtra,Private,7174421,07.11.2026,
GROUP-1,405,Tentamus India Pvt. Ltd. (Formely Megsan Labs Pvt. Ltd.) Hyderabad,Telangana,Private,6177006,20.03.2027,
GROUP-1,406,"TUV SUD South Asia Pvt. Ltd., Bengaluru",Karnataka,Private,6180126,11.09.2027,
GROUP-1,407,"Test Master, Delhi",Delhi,Private,8180636,09.10.2027,
GROUP-1,408,TATA STEEL,Jharkhand,Private,5182706,25.11.2027,
GROUP-1,409,"TECHNOPOWER TECH SOLUTIONS LLP, Bhopal",Madhya Pradesh,Private,8187126,07.08.2028,
GROUP-1,410,"TEKNOLAB QUALITY SERVICES PRIVATE LIMITED, Faridabad",Haryana,Private,8196926,19.02.2029,
GROUP-1,411,"TUV Rheinland (India) Private limited, Material Testing Laboratory, Bengaluru",Karnataka,Private,6197936,01.04.2029,
GROUP-1,412,"UL India Pvt Ltd, Gurgaon",Haryana,Private,8127226,07.08.2028,Suspension revoked w.e.f. 17-11-2017 Suspended w.e.f. 07- 06-2017
GROUP-1,413,"UL India Pvt Ltd., Bangalore",Karnataka,Private,6120526,12.05.2027,Suspension revoked w.e.f. 23-03-2017 . (Present status operative) Suspended w.e.f. 24- 11-2016. Suspension revoked w.e.f. 10-11-2015 . Suspended w.e.f. 18 Aug 2015.
GROUP-1,414,"Unique Test House LLP, Mohali",Punjab,Private,9134536,07.09.2028,
GROUP-1,415,"URS Products & Testing Pvt Ltd, NOIDA",U.P.,Private,8136826,31.12.2026,Suspension revoked w.e.f. 21-06-2018 Suspended w.e.f. 25-01-2018.
GROUP-1,416,"URS Products & Testing Pvt Ltd, NOIDA",U.P.,Private,8168906,26.09.2027,
GROUP-1,417,"Universal Testing and Research Centre (Division of Sustainable Stewardship Private Limited), New Delhi",Delhi,Private,8169306,28.11.2027,
GROUP-1,418,"Umwelt Research Lab Private Limited, Pune",Maharashtra,Private,7175516,26.12.2026,
GROUP-1,419,"Ultra Plus Lubes Pvt. Ltd, Navi Mumbai",Maharashtra,Private,7185816,13.05.2028,
GROUP-1,420,"Urja Metallurgical Services LLP, Pune",Maharashtra,Private,7194806,22.12.2028,
GROUP-1,421,"UNITECH LABORATORIES SERVICES, Rajkot",Gujarat,Private,7196806,17.02.2029,
GROUP-1,422,"Vimta Labs, Hyderabad",Telangana,Private,6102906,31.03.2028,
GROUP-1,423,"VSIX Analytical Labs Private Limited, Bangalore",Karnataka,Private,6139316,18.03.2027,
GROUP-1,424,"Vimta Labs Limited, Bangalore",Karnataka,Private,6164216,15.10.2028,Suspension revoked w.e.f. 16.07.2024 Suspended w.e.f. 20.05.2024
GROUP-1,425,"Viridian Testing Laboratories, LLP, Tirupur",Tamilnadu,Private,6169806,20.02.2028,
GROUP-1,426,"Vardan Envirolab, Gurgaon",Harayana,Private,8169616,26.12.2027,
GROUP-1,427,"Vijai Electricals Limited, Haridwar",Uttrakhand,Private,9171026,14.07.2028,
GROUP-1,428,"Vardhamana Testing Laboratory OPC Pvt. Ltd., Greater Noida",U.P.,Private,8178226,29.04.2027,
GROUP-1,429,"Vimta labs limited, Noida",U.P,Private,8187316,12.08.2028,
GROUP-1,430,"Vertex Testing Laboratory Pvt. Ltd. , Ghaziabad",U.P.,Private,8185906,22.05.2028,
GROUP-1,431,"Winwall Technology India Private Limited, Chennai",Tamil Nadu,Private,6171906,10.04.2026,
GROUP-1,432,"Well Tech Test and Research Center, Mohali",Punjab,Private,9177306,30.03.2027,
GROUP-1,433,"Wakefield Inspection Services India Pvt. Ltd. , Mumbai",Maharashtra,Private,7182136,29.10.2025,
GROUP-1,434,"Winwall Technology India Private Limited, Navi Mumbai",Maharashtra,Private,7189336,27.10.2028,
GROUP-1,435,"Yadav Measurements P Ltd, Udaipur",Rajasthan,Private,8116426,31.05.2028,
GROUP-1,436,"Yorlab LLP, Rajkot",Gujarat,Private,7188606,06.10.2028,
GROUP-2,1,"Bhabha Atomic Research Centre (BARC), Bullandshar",U.P.,Govt.,8117101,
GROUP-2,2,"Bhabha Atomic Research Centre (BARC), Kalpakkam",Tamilnadu,Govt.,6117401,
GROUP-2,3,"Bhabha Atomic Research Centre (BARC),Kaiga, Karwar",Karnataka,Govt.,6117301,
GROUP-2,4,"Bhabha Atomic Research Centre (BARC),Kota",Rajasthan,Govt.,8117001,
GROUP-2,5,"Bhabha Atomic Research Centre (BARC),Tarapur, Thane",Maharashtra,Govt.,7116901,
GROUP-2,6,"Bhabha Atomic Research Centre (BARC),Vyara",Gujarat,Govt.,7117201,
GROUP-2,7,"Bhabha Atomic Research Centre (BARC), TROMBAY, Mumbai",Maharashtra,Govt,7112901,
GROUP-2,8,"Central Coir Research Institute, Kalavoor",Kerala,Govt.,6107934,
GROUP-2,9,"Central Glass and Ceramic Research Institute, Kolkata",W.B.,Govt.,5113001,
GROUP-2,10,"Central Institute of Fisheries Technology, Cochin",Kerala,Govt.,6113801,
GROUP-2,11,"Central Leather Research Institute, Kolkata",W.B.,Govt.,5113201,
GROUP-2,12,"Defence Institute of Fire Research, Delhi",Delhi,Govt.,8107034,
GROUP-2,13,"Indian Institute of Technology, Chennai",Tamilnadu,Govt.,6102432,
GROUP-2,14,"Indian Institute of Technology, Kanpur",U.P.,Govt.,9100832,
GROUP-2,15,"Indian Jute Industries Research Association (IJIRA), Kolkata",W.B.,Govt.,5113301,
GROUP-2,16,"Industrial Toxicology Research Centre (ITRC), Lucknow",U.P.,Govt.,9114601,
GROUP-2,17,"National Dairy Development Board, Anand,",Gujarat,Govt.,7111311,
GROUP-2,18,"National Dairy Research Institute (NDRI), Bangalore",Karnataka,Govt.,6106512,
GROUP-2,19,"National Dairy Research Institute (NDRI),Karnal",Haryana,Govt.,9102812,
GROUP-2,20,"National Metallurgical Laboratory Unit, Chennai",Tamilnadu,Govt.,6107814,
GROUP-2,21,"National Physical Laboratory, New Delhi",Delhi,Govt.,8101501,
GROUP-2,22,"Central Institute of Mining & Fuel Research, Dhanbad",Jharkhand,Govt.,5127821,
GROUP-2,23,"Advance Materials and Processes Research Institute, Bhopal",M.P.,Govt.,8127901,
GROUP-2,24,"Central Building Research Institute, Roorkee",U.P.,Govt.,9128001,
GROUP-2,25,"Cenrtral Electrochemical Research Institute, Karaikudi",Tamilnadu,Govt.,6128101,
GROUP-2,26,"Central Electrtonics Engineering Research Institute, Pilani",Rajasthan,Govt.,8128221,
GROUP-2,27,"Central Mechanical Engg. Research Insitute, Durgapur",West Bengal,Govt.,5128331,
GROUP-2,28,"Central Road Research Institute ,New Delhi",New Delhi,Govt.,8128401,
GROUP-2,29,"Central Scientific Instruments Organization, Chandigarh",Punjab,Govt.,9128501,
GROUP-2,30,"Central Salt & Marine Chemicals Research Institute, Bhavnagar",Gujarat,Govt.,7128611,
GROUP-2,31,"Indian Institute of Chemical Biology, Kolkata",West Bengal,Govt.,5128701,
GROUP-2,32,"Indian Institute of Chemical Technology, Hyderabad",A.P.,Govt.,6128811,
GROUP-2,33,"Indian Institute of Petroleum, Dehradun",Uttra Khand,Govt.,9128911,
GROUP-2,34,"Institute of Himalayan Bio-resource Technology, Palampur",H.P.,Govt.,9129011,
GROUP-2,35,"Institute of Microbial Technology, Chandigarh",Punjab,Govt.,9129111,
GROUP-2,36,"Institute of Minerals and Materials Technology, Bhubneshwar",Odisha,Govt.,5129201,
GROUP-2,37,"National Aerospace Laboratories, Bangalore",Karnataka,Govt.,6129331,
GROUP-2,38,"National Botanical Research Institute, Lucknow",U.P.,Govt.,9129411,
GROUP-2,39,"National Chemical Laboratory, Pune",Maharashtra,Govt.,7129511,
GROUP-2,40,"National Institute for Interdisciplinary Science & Technology, Thiruvananthapuram",Kerala,Govt.,6129711,
GROUP-2,41,"Indian Institute of Integrative Medicine, Jammu",J& K,Govt.,9129811,
GROUP-2,42,"North East Institute of Science and Technology, Jorhat",Assam,Govt.,5129911,
GROUP-2,43,"Structural Engineering Research Centre, Chennai",Tamilnadu,Govt.,6130031,
GROUP-2,44,"Central Silk Technological Research Institute, Bangalore",Karnataka,Govt.,6130104,
GROUP-2,45,Bombay Textiles Research Association,Maharashtra,Pvt.,7130206,
GROUP-2,46,"Regional Reference Standards Laboratory, Bangalore",Karnatka,Govt,6133034,
GROUP-2,47,"India Government Mint, Assay Laboratory, Mumbai",Maharashtra,Govt,7131914,
GROUP-2,48,"Board of Radiation and Isotope Technology, Bhabha Atomic Research Centre, Navi Mumbai",Maharashtra,Govt,7132114,
GROUP-2,49,"National Institute of Solar Energy (NISE), Gurugram",Haryana,Govt,9140024,
GROUP-2,50,"LPG Equipment Research Centre (LERC), Bangalore",Karnatka,Govt,6141034,
GROUP-2,51,"Advanced Centre for Energetic Materials (ACEM) , Nasik",Maharashtra,Govt,7141804,
GROUP-2,52,"Aeronautical Development Establishment (ADE) , Bangalore",Karnatka,Govt,6141904,
GROUP-2,53,"Aerial Delivery Research and Development Establishment (ADRDE) , Agra",U.P.,Govt,8142004,
GROUP-2,54,"Advanced Numerical Research & Analysis Group (ANURAG) , Hyderabad",Telangana,Govt,6142104,
GROUP-2,55,"Armament Research & Development Establishment (ARDE) , Pune",Maharashtra,Govt,7142204,
GROUP-2,56,"Centre for Advanced Semiconductor Technology (ASEMIT) , Delhi",Delhi,Govt,8142304,
GROUP-2,57,"Centre For Air Borne System (CABS) , Bangalore",Karnatka,Govt,6142404,
GROUP-2,58,"Centre for Artificial Intelligence & Robotics (CAIR) , Bangalore",Karnatka,Govt,6142504,
GROUP-2,59,"Centre for Military Airworthiness & Certification (CEMILAC) , Bangalore",Karnatka,Govt,6142604,
GROUP-2,60,"Centre for Fire, Explosive and Environment Safety (CFEES) , Delhi",Delhi,Govt,8142704,
GROUP-2,61,"Combat Vehicles Research & Development Estt. (CVRDE) , Chennai",Tamilnadu,Govt,6142804,
GROUP-2,62,"Defence Avionics Research Establishment (DARE) , Bangalore",Karnatka,Govt,6142904,
GROUP-2,63,"Defence Electronics Application Laboratory (DEAL) , Dehradun",Uttrakhand,Govt,9143004,
GROUP-2,64,"Defence Bio-Engineering & Electro Medical Laboratory (DEBEL) , Bangalore",Karnatka,Govt,6143104,
GROUP-2,65,"Defence Scientific Information & Documentation Centre (DESIDOC) , Delhi",Delhi,Govt,8143204,
GROUP-2,66,"Defence Food Research Laboratory (DFRL) , Mysore",Karnatka,Govt,6143304,
GROUP-2,67,"Defence Institute of Advanced Technology (DIAT) , Pune",Maharashtra,Govt,7143404,
GROUP-2,68,"Defence Institute of Bio-Energy Research (DIBER) , Haldwani",Uttrakhand,Govt,9143504,
GROUP-2,69,"Defence Institute of High Altitude Research (DIHAR) , Leh Ladakh",J & K,Govt,9143604,
GROUP-2,70,"Defence Institute of Physiology & Allied Sciences (DIPAS) , Delhi",Delhi,Govt,8143704,
GROUP-2,71,"Defence Institute of Psychological Research (DIPR) , Delhi",Delhi,Govt,8143804,
GROUP-2,72,"Defence Laboratory (DLJ) , Jodhpur",Rajasthan,Govt,8143904,
GROUP-2,73,"Defence Electronics Research Laboratory (DLRL) , Hyderabad",Telangana,Govt,6144004,
GROUP-2,74,"Defence Metallurgical Research Laboratory (DMRL) , Hyderabad",Telangana,Govt,6144104,
GROUP-2,75,"Defence Materials and Stores Research and Development Establishment (DMSRDE) , Kanpur",U.P.,Govt,9144204,
GROUP-2,76,"Defence Research & Development Establishment (DRDE) , Gwalior",M.P.,Govt,8144304,
GROUP-2,77,"Defence Research & Development Laboratory (DRDL) , Hyderabad",Telangana,Govt,6144404,
GROUP-2,78,"Defence Research Laboratory (DRL) , Tejpur",Assam,Govt,5144504,
GROUP-2,79,"Defence Terrain Research Laboratory (DTRL) , Delhi",Delhi,Govt,8144604,
GROUP-2,80,"Gas Turbine Research Establishment (GTRE) , Bangalore",Karnatka,Govt,6144704,
GROUP-2,81,"High Energy Materials Research Laboratory (HEMRL) , Pune",Maharashtra,Govt,7144804,
GROUP-2,82,"Institute of Nuclear Medicine & Allied Sciences (INMAS) , Delhi",Delhi,Govt,8144904,
GROUP-2,83,"Instruments Research & Development Establishment (IRDE) , Dehradun",Uttrakhand,Govt,9145004,
GROUP-2,84,"Institute for Systems Studies & Analyses (ISSA) , Delhi",Delhi,Govt,8145104,
GROUP-2,85,"Institute of Technology Management (ITM) , Mussorie",Karnatka,Govt,6145204,
GROUP-2,86,"Integrated Test Range (ITR) , Balasore",Orissa,Govt,5145304,
GROUP-2,87,"Laser Science & Technology Centre (LASTEC) , Delhi",Delhi,Govt,8145404,
GROUP-2,88,"Electronics & Radar Development Establishment (LRDE) , Bangalore",Karnatka,Govt,6145504,
GROUP-2,89,"Microwave Tube Research & Development Centre (MTRDC) , Bangalore",Karnatka,Govt,6145604,
GROUP-2,90,"Naval Materials Research Laboratory (NMRL) , Ambernath",Maharashtra,Govt,7145704,
GROUP-2,91,"Naval Physical & Oceanographic Laboratory (NPOL) , Cochin",Kerla,Govt,6145804,
GROUP-2,92,"Naval Science & Technological Laboratory (NSTL) , Vishakapatnam",Telangana,Govt,6145904,
GROUP-2,93,"Proof & Experimental Establishment (PXE) , Balasore",Orissa,Govt,5146004,
GROUP-2,94,"Research Centre Imarat (RCI) , Hyderabad",Telangana,Govt,6146104,
GROUP-2,95,"Research & Development Establishment (RDE(E)) , Pune",Maharashtra,Govt,7146204,
GROUP-2,96,"Scientific Analysis Group (SAG) , Delhi",Delhi,Govt,8146304,
GROUP-2,97,"Snow & Avalanche Study Estt (SASE) , Chandigarh",Chandigarh,Govt,9146404,
GROUP-2,98,"Solid State Physics Laboratory (SSPL) , Delhi",Delhi,Govt,8146504,
GROUP-2,99,"Terminal Ballistics Research Laboratory (TBRL) , Chandigarh",Chandigarh,Govt,9146604,
GROUP-2,100,"Vehicle Research & Development Establishment (VRDE) , Ahmednagar",Maharashtra,Govt,7146704,
GROUP-2,101,"Indian Institute of Technology (IIT), Gandhi Nagar",Gujarat,Govt,7146804,
GROUP-2,102,"Indian Institute of Technology (IIT), Bhubaneshwar",Orissa,Govt,5146904,
GROUP-2,103,"Indian Institute of Technology (IIT), Guwahati",Assam,Govt,5147004,
GROUP-2,104,"Indian Institute of Technology (IIT), Indore",M.P.,Govt,8147104,
GROUP-2,105,"Indian Institute of Technology (IIT), Jodhpur",Rajasthan,Govt,8147204,
GROUP-2,106,"Indian Institute of Technology (IIT), Kharagpur",W.B.,Govt,5147304,
GROUP-2,107,"Indian Institute of Technology (IIT), Hyderabad",Telangana,Govt,6147404,
GROUP-2,108,"Indian Institute of Technology (IIT), Mumbai",Maharashtra,Govt,7147504,
GROUP-2,109,"Indian Institute of Technology (IIT), Patna",Bihar,Govt,5147604,
GROUP-2,110,"Indian Institute of Technology (IIT), Delhi",Delhi,Govt,8147704,
GROUP-2,111,"Indian Institute of Technology (IIT), Ropar",Punjab,Govt,9147804,
GROUP-2,112,"Indian Institute of Technology (IIT), Mandi",H.P.,Govt,9147904,
GROUP-2,113,"Indian Institute of Technology (IIT), Roorkee",Uttrakhand,Govt,9148004,
GROUP-2,114,"Indian Institute of Technology (Banaras Hindu University), Varanasi",U.P.,Govt,9148104,
GROUP-2,115,"Indian Institute of Technology (IIT), Jammu",J&K,Govt,9148204,
GROUP-2,116,"Indian Institute of Technology (IIT), Palakkad",Kerla,Govt,6148304,
GROUP-2,117,"Indian Institute of Technology (IIT), Tirupati",Telangana,Govt,6148404,
GROUP-2,118,"Indian Institute of Technology (IIT), Goa",Maharashtra,Govt,7148504,
GROUP-2,119,"Indian Institute of Technology (IIT), Bhilai",Chhattisgarh,Govt,5148604,
GROUP-2,120,Indian Institute of Technology (IIT) Dharwad,Karnatka,Govt,6148704,
GROUP-2,121,"Indian Institute of Technology (Indian School of Mines), Dhanbad",Jharkhand,Govt,5148804,
GROUP-2,122,"Centre for Cellular & Molecular Biology, Hyderabad",Telangana,Govt,6148904,
GROUP-2,123,"Central Drug Research Institute, Lucknow",U.P.,Govt,9149004,
GROUP-2,124,"Central Food Technological Research Institute, Mysore",Karnatka,Govt,6149104,
GROUP-2,125,"Central Institute of Medicinal and Aromatic Plants, Lucknow",U.P.,Govt,9149204,
GROUP-2,126,"Fourth Paradigm Institute (CSIR-4PI), Bangalore",Karnataka,Govt,6149404,
GROUP-2,127,Institute of Genomics and integrative Biology,Delhi,Govt,8149504,
GROUP-2,128,"National Environmental Engineering Research Institute, Nagpur",Maharashtra,Govt,7149604,
GROUP-2,129,"National Geophysical Research Institute, Hyderabad",Telangana,Govt,6149704,
GROUP-2,130,"C National Institute of Oceanography, Goa",Maharashtra,Govt,7149804,
GROUP-2,131,"Textile Laboratory, Mumbai (Ministry of Textiles, Govt of India)",Maharashtra,Govt,7149904,
GROUP-2,132,"Textile Laboratory, New Delhi (Ministry of Textiles, Govt of India)",Delhi,Govt,8150004,
GROUP-2,133,"Textile Laboratory, Chennai (Ministry of Textiles, Govt of India)",Tamilnadu,Govt,6150104,
GROUP-2,134,"Textile Laboratory, Coimbatore (Ministry of Textiles, Govt of India)",Tamilnadu,Govt,6150204,
GROUP-2,135,"Textile Laboratory, Kanpur (Ministry of Textiles, Govt of India)",U.P.,Govt,9150304,
GROUP-2,136,"Textile Laboratory, Madurai (Ministry of Textiles, Govt of India)",Tamilnadu,Govt,6150404,
GROUP-2,137,"Textile Laboratory, Kolkata (Ministry of Textiles, Govt of India)",West Bengal,Govt,5150504,
GROUP-2,138,"Textile Laboratory, Ludhiana (Ministry of Textiles, Govt of India)",Punjab,Govt,9150604,
GROUP-2,139,"Textile Laboratory, Bangalore (Ministry of Textiles, Govt of India)",Karnatka,Govt,6150704,
GROUP-2,140,"Textile Laboratory, Ahmedabad (Ministry of Textiles, Govt of India)",Gujarat,Govt,7150804,
GROUP-2,141,"Textile Laboratory, Jaipur (Ministry of Textiles, Govt of India)",Rajasthan,Govt,8150904,
GROUP-2,142,"Textile Laboratory, Tirupur (Ministry of Textiles, Govt of India)",Tamilnadu,Govt,6151004,
GROUP-2,143,"Textile Laboratory, Karur (Ministry of Textiles, Govt of India)",Tamilnadu,Govt,6151104,
GROUP-2,144,"Textile Laboratory, Hyderabad (Ministry of Textiles, Govt of India)",Telengana,Govt,6151204,
GROUP-2,145,"Textile Laboratory, Cannanore (Ministry of Textiles, Govt of India)",Karnatka,Govt,6151304,
GROUP-2,146,"Textile Laboratory, Guntur, Hyderabad (Ministry of Textiles, Govt of India)",Telengana,Govt,6151404,
GROUP-2,147,"Textile Laboratory, Panipat (Ministry of Textiles, Govt of India)",Haryana,Govt,9151504,
GROUP-2,148,"ICAR-Indian Agricultural Research Institute, New Delhi",Delhi,Govt,8151604,
GROUP-2,149,"ICAR-National Dairy Research Institute, Karnal",Haryana,Govt,9151704,
GROUP-2,150,"ICAR-Indian Veterinary Research Institute, Izatnagar, Barillay",U.P.,Govt,9151804,
GROUP-2,151,"ICAR-Central Institute on Fisheries Education, Mumbai",Maharashtra,Govt,7151904,
GROUP-2,152,"ICAR-Central Island Agricultural Research Institute , Port Blair",Andaman and Nicobar,Govt,7152004,
GROUP-2,153,"ICAR-Central Arid Zone Research Institute, Jodhpur",Rajasthan,Govt,8152104,
GROUP-2,154,"ICAR-Central Avian Research Institute, Izatnagar",U.P.,Govt,9152204,
GROUP-2,155,"ICAR-Central Inland Fisheries Research Institute, Barrackpore",West Bengal,Govt,5152304,
GROUP-2,156,"ICAR-Central Institute Brackishwater Aquaculture, Chennai",Tamilnadu,Govt,6152404,
GROUP-2,157,"ICAR-Central Institute for Research on Buffaloes, Hissar",Haryana,Govt,9152504,
GROUP-2,158,"ICAR-Central Institute for Research on Goats, Makhdoom",U.P.,Govt,9152604,
GROUP-2,159,"ICAR-Central Institute of Agricultural Engineering, Bhopal",M.P.,Govt,8152704,
GROUP-2,160,"ICAR-Central Institute for Arid Horticulture, Bikaner",Rajasthan,Govt,8152804,
GROUP-2,161,"ICAR-Central Institute of Cotton Research, Nagpur",Maharashtra,Govt,7152904,
GROUP-2,162,"ICAR-Central Institute of Fisheries Technology, Cochin",Kerala,Govt,6153004,
GROUP-2,163,"ICAR-Central Institute of Freshwater Aquaculture, Bhubneshwar",Orissa,Govt,5153104,
GROUP-2,164,"ICAR-Central Institute of Research on Cotton Technology, Mumbai",Maharashtra,Govt,7153204,
GROUP-2,165,"ICAR-C entral Institute of Sub Tropical Horticulture, Lucknow",U.P.,Govt,9153304,
GROUP-2,166,"ICAR-C entral Institute of Temperate Horticulture, Srinagar",J & K,Govt,9153404,
GROUP-2,167,"ICAR-C entral Institute on Post harvest Engineering and Technology, Ludhiana",Punjab,Govt,9153504,
GROUP-2,168,"ICAR-C entral Marine Fisheries Research Institute, Kochi",Kerala,Govt,6153604,
GROUP-2,169,"ICAR-C entral Plantation Crops Research Institute, Kasargod",Kerala,Govt,6153704,
GROUP-2,170,"ICAR-C entral Potato Research Institute, Shimla",H.P.,Govt,9153804,
GROUP-2,171,"ICAR-C entral Research Institute for Jute and Allied Fibres, Barrackpore",West Bengal,Govt,5153904,
GROUP-2,172,"ICAR-C entral Research Institute of Dryland Agriculture, Hyderabad",Telengana,Govt,6154004,
GROUP-2,173,"ICAR-N ational Rice Research Institute, Cuttack",Odisha,Govt,5154104,
GROUP-2,174,"ICAR-Central Sheep and Wool Research Institute, Avikanagar, Rajasthan",Rajasthan,Govt,8154204,
GROUP-2,175,"ICAR- Indian Institute of Soil and Water Conservation, Dehradun",Uttrakhand,Govt,9154304,
GROUP-2,176,"ICAR-C entral Soil Salinity Research Institute, Karnal",Haryana,Govt,9154404,
GROUP-2,177,"ICAR-C entral Tobacco Research Institute, Rajahmundry",A.P.,Govt,6154504,
GROUP-2,178,"ICAR-C entral Tuber Crops Research Institute, Trivandrum",Kerala,Govt,6154604,
GROUP-2,179,"ICAR-I CAR Research Complex for Eastern Region, Patna",Bihar,Govt,5154704,
GROUP-2,180,"ICAR-I CAR Research Complex for NEH Region, Barapani",Meghalaya,Govt,5154804,
GROUP-2,181,"ICAR-C entral Coastal Agricultural Research Institute, Ela, Old Goa, Goa",Maharashtra,Govt,7154904,
GROUP-2,182,"ICAR-I ndian Agricultural Statistics Research Institute, New Delhi",Delhi,Govt,8155004,
GROUP-2,183,"ICAR-I ndian Grassland and Fodder Research Institute, Jhansi",U.P.,Govt,8155104,
GROUP-2,184,"ICAR-I ndian Institute of Agricultural Biotechnology, Ranchi",Jharkhand,Govt,5155204,
GROUP-2,185,"ICAR-I ndian Institute of Horticultural Research, Bengaluru",Karnatka,Govt,6155304,
GROUP-2,186,"ICAR-I ndian Institute of Natural Resins and Gums, Ranchi",Jharkhand,Govt,5155404,
GROUP-2,187,"ICAR-I ndian Institute of Pulses Research, Kanpur",U.P.,Govt,9155504,
GROUP-2,188,"ICAR-I ndian Institute of Soil Sciences, Bhopal",M.P.,Govt,9155604,
GROUP-2,189,"ICAR-I ndian Institute of Spices Research, Calicut",Kerala,Govt,6155704,
GROUP-2,190,"ICAR-I ndian Institute of Sugarcane Research, Lucknow",U.P.,Govt,9155804,
GROUP-2,191,"ICAR-I ndian Institute of Vegetable Research, Varanasi",U.P.,Govt,9155904,
GROUP-2,192,"ICAR-N ational Academy of Agricultural Research & Management, Hyderabad",Telengana,Govt,6156004,
GROUP-2,193,"ICAR-N ational Institute of Biotic Stresses Management, Raipur",Chhattisgarh,Govt,5156104,
GROUP-2,194,"ICAR-N ational Institue of Abiotic Stress Management, Malegaon, Maharashtra",Maharashtra,Govt,7156204,
GROUP-2,195,"ICAR-N ational Institute of Animal Nutrition and Physiology, Bengaluru",Karnatka,Govt,6156304,
GROUP-2,196,"ICAR-N ational Institute of Research on Jute & Allied Fibre Technology, Kolkata",West Bengal,Govt,5156404,
GROUP-2,197,"ICAR-N ational Institute of Veterinary Epidemiology and Disease Informatics, Hebbal, Bengaluru",Karnatka,Govt,6156504,
GROUP-2,198,"ICAR-S ugarcane Breeding Institute, Coimbatore",Tamilnadu,Govt,6156604,
GROUP-2,199,"ICAR-V ivekananda Parvatiya Krishi Anusandhan Sansthan, Almora",Uttarakhand,Govt,9156704,
GROUP-2,200,"ICAR-C entral Institute for Research on Cattle, Meerut, Uttar Pradesh",U.P.,Govt,9156804,
GROUP-2,201,"ICAR-National Institute of High Security Animal Diseases, Bhopal",M.P.,Govt,8156904,
GROUP-2,202,"ICAR-I ndian Institute of Maize Research,New Delhi",Delhi,Govt,8157004,
GROUP-2,203,"ICAR- Central Agroforestry Research Institute , Jhansi",U.P.,Govt,9157104,
GROUP-2,204,"ICAR-N ational Institute of Agricultural Economics and Policy Research, New Delhi",Delhi,Govt,8157204,
GROUP-2,205,"ICAR- Indian Institute of Wheat and Barley Research, Karnal",Haryana,Govt,9157304,
GROUP-2,206,"ICAR- Indian Institute of Farming Systems Research, Modipuram",U.P.,Govt,9157404,
GROUP-2,207,"ICAR- Indian Institute of Millets Research, Hyderabad",Telengana,Govt,6157504,
GROUP-2,208,"ICAR- Indian Institute of Oilseeds Research, Hyderabad",Telengana,Govt,6157604,
GROUP-2,209,"ICAR- Indian Institute of Oil Palm Research, Pedavegi, West Godawari",A.P.,Govt,6157704,
GROUP-2,210,"ICAR- Indian Institute of Water Management, Bhubaneshwar",Odisha,Govt,5157804,
GROUP-2,211,"ICAR-I ndian Institute of Rice Research, Hyderabad",Telengana,Govt,6157904,
GROUP-2,212,"ICAR- Central Institute for Women in Agriculture, Bhubaneshwar",Odisha,Govt,5158004,
GROUP-2,213,"ICAR-C entral Citrus Research Institute, Nagpur",Maharashtra,Govt,7158104,
GROUP-2,214,"ICAR-I ndian Institute of Seed Research, Mau",U.P.,Govt,9158204,
GROUP-2,215,"ICAR-I ndian Agricultural Research Institute, Post Box No. 48, Hazaribag 825 301, Jharkhand",Jharkhand,Govt,5158304,
GROUP-2,216,"ICAR-N ational Research Centre for Banana, Trichi",Tamilnadu,Govt,6158404,
GROUP-2,217,"ICAR-N ational Research Centre for Grapes, Pune",Maharashtra,Govt,7158504,
GROUP-2,218,"ICAR-N ational Research Centre for Litchi, Muzaffarpur",Bihar,Govt,5158604,
GROUP-2,219,"ICAR-N ational Research Centre for Pomegranate, Solapur",Maharashtra,Govt,7158704,
